team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CAR,2023,CAR,2023021212,CAR,WSH,HOME,20240405,Team Level,all,0.7466,0.7236,0.7234,3600.0,49.439,5.281,2.962,13.054,1.657,25.965,19.08,5.094,5.032,4.859,45.0,23.0,21.0,89.0,4.0,5.0,1.0,9.0,0.0,26.0,24.0,41.0,64.0,3.0,6.0,37.0,16.0,9.0,2.0,50.0,12.0,6.0,1.308,1.626,2.347,1.0,2.0,1.0,82.33,68.0,63.211,0.0,0.635,0.978,0.978,4.939,4.716,4.628,18.919,1.792,1.299,5.792,0.746,9.824,6.548,1.628,1.928,1.755,16.0,10.0,8.0,34.0,2.0,5.0,1.0,3.0,0.0,6.0,10.0,14.0,24.0,4.0,8.0,25.0,21.0,5.0,1.0,21.0,1.0,4.0,0.503,0.147,1.142,0.0,1.0,1.0,36.448,26.0,27.731,0.0,0.313,0.943,0.943,1.162,1.256,1.224
CAR,2023,CAR,2023021230,CAR,CBJ,HOME,20240407,Team Level,all,0.8029,0.5983,0.5889,3600.0,38.518,4.58,2.673,9.419,1.351,21.001,13.976,4.195,4.624,4.236,35.0,18.0,17.0,70.0,3.0,4.0,0.0,6.0,0.0,26.0,14.0,32.0,50.0,1.0,2.0,36.0,5.0,7.0,8.0,31.0,14.0,8.0,1.019,1.628,1.933,2.0,1.0,0.0,74.03,53.0,54.971,0.0,0.6,0.925,0.925,4.255,4.299,4.039,25.292,1.124,1.418,6.699,0.943,14.588,12.228,1.12,1.11,1.106,23.0,14.0,10.0,47.0,0.0,0.0,0.0,8.0,0.0,9.0,20.0,23.0,37.0,4.0,8.0,19.0,18.0,12.0,6.0,35.0,2.0,0.0,0.873,0.251,0.0,0.0,0.0,0.0,44.293,37.0,35.395,5.0,0.287,0.0,0.0,1.412,1.393,1.388
CAR,2023,CAR,2023021296,CAR,CBJ,AWAY,20240416,Team Level,all,0.5635,0.6364,0.6484,3600.0,42.497,3.241,3.207,10.109,1.504,24.198,16.741,3.174,3.248,3.181,41.0,18.0,18.0,77.0,3.0,6.0,0.0,5.0,0.0,24.0,21.0,38.0,56.0,2.0,4.0,24.0,9.0,3.0,4.0,47.0,10.0,2.0,1.185,1.256,0.8,0.0,2.0,1.0,75.049,59.0,57.58,3.0,0.722,0.638,0.638,3.325,3.333,3.299,23.441,2.511,1.724,4.911,0.701,12.71,9.442,2.41,2.503,2.402,25.0,7.0,12.0,44.0,6.0,1.0,0.0,3.0,1.0,7.0,14.0,19.0,26.0,4.0,8.0,24.0,10.0,7.0,4.0,20.0,9.0,3.0,0.634,1.141,0.736,3.0,2.0,1.0,45.054,32.0,32.908,2.0,0.369,0.224,0.224,2.656,2.657,2.554
CAR,2024,CAR,2024020072,CAR,PIT,AWAY,20241018,Team Level,all,0.6175,0.6165,0.6022,3600.0,41.682,6.291,2.844,10.209,1.376,20.206,15.074,6.078,6.576,6.349,39.0,17.0,26.0,82.0,4.0,4.0,0.0,9.0,0.0,18.0,21.0,35.0,52.0,6.0,12.0,27.0,15.0,6.0,15.0,34.0,12.0,10.0,1.091,1.473,3.727,0.0,2.0,2.0,87.091,56.0,59.314,4.0,0.651,0.598,0.598,6.344,6.637,6.468,25.908,3.897,2.12,6.433,1.037,14.306,9.207,3.213,3.831,3.149,26.0,11.0,14.0,51.0,1.0,7.0,0.0,1.0,0.0,15.0,13.0,25.0,36.0,4.0,10.0,30.0,27.0,3.0,17.0,22.0,10.0,5.0,0.737,1.134,2.026,1.0,0.0,0.0,48.907,37.0,35.664,5.0,0.497,2.106,2.106,2.289,2.211,2.079
CAR,2024,CAR,2024020188,CAR,WSH,HOME,20241103,Team Level,all,0.5708,0.6364,0.663,3600.0,44.502,4.511,2.888,10.756,1.435,24.805,16.605,4.404,4.483,4.377,45.0,16.0,16.0,77.0,4.0,4.0,0.0,9.0,0.0,21.0,23.0,41.0,57.0,4.0,8.0,31.0,10.0,7.0,15.0,46.0,9.0,6.0,1.371,1.131,2.009,2.0,1.0,1.0,77.485,61.0,61.861,7.0,0.623,0.549,0.549,4.585,4.552,4.49,24.239,3.392,1.7,5.215,0.734,12.155,7.804,3.248,3.49,3.341,21.0,10.0,13.0,44.0,2.0,2.0,1.0,2.0,0.0,8.0,17.0,19.0,29.0,3.0,6.0,31.0,20.0,2.0,15.0,20.0,6.0,5.0,0.51,0.737,2.145,0.0,0.0,2.0,44.638,31.0,31.33,7.0,0.422,1.167,1.167,2.647,2.707,2.593
CAR,2024,CAR,2024020197,CAR,PHI,HOME,20241105,Team Level,all,0.6876,0.7049,0.7174,3600.0,49.068,5.5,3.004,12.409,1.64,24.461,18.985,5.078,5.351,4.938,35.0,31.0,20.0,86.0,6.0,11.0,3.0,6.0,0.0,22.0,21.0,29.0,60.0,3.0,6.0,23.0,13.0,4.0,5.0,44.0,13.0,9.0,1.245,1.786,2.469,1.0,1.0,4.0,84.727,66.0,65.259,5.0,0.648,2.723,2.723,3.425,3.33,3.217,18.663,2.499,1.317,4.324,0.685,9.623,7.552,2.444,2.572,2.514,16.0,10.0,10.0,36.0,4.0,1.0,0.0,3.0,0.0,4.0,14.0,12.0,22.0,2.0,4.0,33.0,18.0,12.0,14.0,16.0,8.0,2.0,0.54,0.941,1.018,1.0,2.0,1.0,36.838,26.0,26.651,6.0,0.297,0.216,0.216,2.58,2.653,2.632
CAR,2024,CAR,2024020214,CAR,PIT,HOME,20241107,Team Level,all,0.3823,0.3644,0.3529,3600.0,21.51,2.044,1.512,4.673,0.744,12.327,8.7,2.004,2.086,2.045,18.0,12.0,13.0,43.0,5.0,0.0,0.0,2.0,0.0,10.0,13.0,13.0,25.0,3.0,8.0,30.0,11.0,7.0,10.0,19.0,10.0,1.0,0.554,1.271,0.218,3.0,2.0,0.0,46.96,30.0,31.323,5.0,0.321,0.0,0.0,2.365,2.414,2.367,41.336,3.303,3.02,10.905,1.458,21.639,14.675,3.128,3.23,3.059,36.0,19.0,20.0,75.0,1.0,9.0,0.0,10.0,0.0,15.0,20.0,35.0,54.0,1.0,2.0,27.0,28.0,7.0,8.0,41.0,10.0,4.0,1.076,1.205,1.022,0.0,1.0,0.0,70.652,55.0,53.278,5.0,0.694,1.313,1.313,2.684,2.63,2.552
CBJ,2023,CBJ,2023020011,CBJ,PHI,HOME,20231012,Team Level,all,0.3598,0.4519,0.4624,3600.0,31.281,2.608,2.022,8.181,1.166,17.261,11.763,2.503,2.49,2.39,33.0,10.0,18.0,61.0,2.0,2.0,1.0,12.0,0.0,13.0,14.0,31.0,41.0,4.0,8.0,29.0,22.0,10.0,7.0,34.0,7.0,2.0,1.101,0.967,0.54,1.0,0.0,1.0,57.84,43.0,40.876,4.0,0.457,0.399,0.399,2.666,2.542,2.454,36.514,4.64,2.11,8.281,1.178,18.204,15.587,4.549,4.817,4.717,37.0,13.0,24.0,74.0,4.0,3.0,0.0,4.0,0.0,14.0,25.0,33.0,46.0,5.0,10.0,25.0,18.0,8.0,6.0,37.0,10.0,3.0,1.247,1.145,2.249,0.0,2.0,2.0,79.019,50.0,53.046,2.0,0.447,0.318,0.318,4.769,4.948,4.876
CBJ,2023,CBJ,2023020022,CBJ,NYR,HOME,20231014,Team Level,all,0.3962,0.3357,0.3535,3600.0,25.233,3.077,2.098,5.897,0.878,13.907,9.144,2.873,3.034,2.834,21.0,14.0,12.0,47.0,5.0,3.0,1.0,8.0,0.0,13.0,6.0,16.0,30.0,3.0,6.0,25.0,25.0,8.0,5.0,20.0,9.0,6.0,0.52,1.098,1.459,1.0,3.0,1.0,49.184,35.0,35.634,3.0,0.458,0.505,0.505,3.029,3.006,2.866,46.904,4.69,3.311,11.334,1.594,26.295,16.777,4.391,4.688,4.391,42.0,22.0,29.0,93.0,3.0,8.0,1.0,11.0,0.0,20.0,22.0,39.0,61.0,1.0,2.0,34.0,23.0,7.0,2.0,46.0,14.0,4.0,1.435,1.602,1.653,1.0,1.0,1.0,90.16,64.0,62.976,0.0,0.729,2.085,2.085,3.334,3.326,3.247
CBJ,2023,CBJ,2023020120,CBJ,NYI,HOME,20231028,Team Level,all,0.5265,0.4825,0.4528,3600.0,35.184,3.295,2.516,8.279,1.243,19.119,13.548,3.136,3.122,2.97,34.0,14.0,21.0,69.0,0.0,6.0,0.0,6.0,0.0,17.0,19.0,34.0,48.0,3.0,6.0,17.0,10.0,7.0,4.0,33.0,13.0,2.0,1.001,1.747,0.546,0.0,0.0,0.0,65.262,48.0,45.287,1.0,0.544,0.896,0.896,2.943,2.784,2.729,41.538,2.963,2.697,10.643,1.483,23.317,16.897,2.892,3.209,3.131,34.0,24.0,16.0,74.0,2.0,4.0,2.0,7.0,1.0,19.0,25.0,32.0,56.0,3.0,6.0,23.0,14.0,3.0,1.0,49.0,7.0,2.0,1.375,0.969,0.618,0.0,0.0,2.0,78.676,58.0,61.786,0.0,0.59,0.667,0.667,2.886,3.101,3.077
CBJ,2023,CBJ,2023020166,CBJ,WSH,AWAY,20231104,Team Level,all,0.5096,0.5714,0.5294,3600.0,34.366,4.236,2.296,8.713,1.179,16.777,11.799,3.658,4.258,3.68,35.0,10.0,27.0,72.0,1.0,4.0,0.0,8.0,0.0,17.0,15.0,34.0,44.0,5.0,8.0,28.0,14.0,14.0,17.0,27.0,14.0,4.0,0.687,1.807,1.742,0.0,1.0,0.0,71.165,45.0,44.525,9.0,0.579,0.577,0.577,4.237,4.264,3.751,29.32,4.076,1.964,7.158,1.287,14.861,10.654,3.44,4.062,3.427,27.0,13.0,14.0,54.0,2.0,4.0,0.0,1.0,1.0,18.0,14.0,25.0,38.0,5.0,10.0,27.0,25.0,10.0,10.0,21.0,14.0,5.0,0.453,1.791,1.833,0.0,2.0,0.0,54.848,40.0,40.919,8.0,0.421,0.95,0.95,3.548,3.539,3.029
CBJ,2023,CBJ,2023020225,CBJ,NYR,AWAY,20231112,Team Level,all,0.4369,0.3759,0.381,3900.0,28.404,2.966,1.959,6.764,1.018,14.935,12.357,2.905,3.118,3.054,28.0,12.0,13.0,53.0,3.0,2.0,1.0,5.0,1.0,15.0,14.0,25.0,37.0,5.0,10.0,24.0,16.0,5.0,4.0,30.0,7.0,3.0,1.152,0.896,0.918,2.0,0.0,1.0,54.968,40.0,41.351,3.0,0.436,0.526,0.526,2.876,2.996,2.957,44.657,3.822,3.104,10.243,1.623,28.383,17.824,3.442,3.706,3.333,40.0,25.0,23.0,88.0,3.0,5.0,1.0,11.0,0.0,30.0,16.0,37.0,62.0,3.0,6.0,45.0,19.0,7.0,10.0,49.0,14.0,2.0,1.593,1.729,0.501,1.0,2.0,0.0,84.416,65.0,62.462,3.0,0.727,0.453,0.453,4.096,3.977,3.555
CBJ,2023,CBJ,2023020230,CBJ,PIT,HOME,20231114,Team Level,all,0.4991,0.4627,0.5146,3600.0,38.223,3.743,2.701,9.466,1.399,21.609,14.082,3.428,3.657,3.344,30.0,23.0,9.0,62.0,3.0,6.0,1.0,5.0,0.0,14.0,25.0,27.0,50.0,1.0,2.0,26.0,18.0,3.0,2.0,41.0,8.0,4.0,1.475,1.065,1.204,1.0,0.0,2.0,60.75,53.0,52.198,1.0,0.602,1.295,1.295,3.05,2.975,2.887,37.272,3.756,2.602,8.618,1.161,19.363,14.499,3.614,3.881,3.737,41.0,9.0,22.0,72.0,5.0,3.0,0.0,6.0,0.0,18.0,18.0,36.0,45.0,4.0,8.0,28.0,10.0,5.0,1.0,33.0,12.0,5.0,0.807,1.421,1.528,3.0,1.0,1.0,74.437,50.0,51.394,0.0,0.555,0.595,0.595,3.717,3.852,3.81
CBJ,2023,CBJ,2023020263,CBJ,WSH,AWAY,20231118,Team Level,all,0.5636,0.6031,0.617,3600.0,42.029,3.177,2.841,10.523,1.382,23.03,17.048,2.997,3.233,3.049,36.0,22.0,21.0,79.0,3.0,4.0,0.0,16.0,0.0,17.0,18.0,33.0,55.0,3.0,6.0,35.0,18.0,5.0,8.0,46.0,8.0,4.0,1.072,0.94,1.165,0.0,3.0,0.0,78.832,58.0,58.15,6.0,0.628,1.165,1.165,2.639,2.688,2.541,25.931,2.46,1.673,5.798,0.821,14.664,10.584,2.301,2.429,2.27,26.0,10.0,16.0,52.0,4.0,1.0,0.0,5.0,0.0,13.0,13.0,22.0,32.0,3.0,6.0,35.0,20.0,15.0,17.0,25.0,9.0,2.0,0.649,1.039,0.772,3.0,1.0,0.0,52.028,36.0,35.893,12.0,0.358,0.049,0.049,2.769,2.732,2.565
CBJ,2023,CBJ,2023020268,CBJ,PHI,AWAY,20231119,Team Level,all,0.5092,0.5133,0.481,3600.0,27.136,2.38,1.722,7.282,0.955,14.861,10.8,2.365,2.393,2.379,22.0,16.0,20.0,58.0,2.0,2.0,0.0,5.0,0.0,19.0,10.0,20.0,36.0,6.0,15.0,28.0,25.0,3.0,9.0,28.0,9.0,1.0,0.706,1.109,0.565,0.0,2.0,0.0,56.857,38.0,37.205,8.0,0.375,0.077,0.077,2.678,2.693,2.681,28.41,2.294,1.97,6.976,1.031,16.639,12.091,2.252,2.288,2.246,27.0,14.0,14.0,55.0,5.0,4.0,0.0,4.0,0.0,13.0,15.0,22.0,36.0,6.0,15.0,28.0,14.0,14.0,5.0,33.0,5.0,3.0,1.015,0.571,0.707,4.0,0.0,1.0,56.214,41.0,41.729,4.0,0.431,0.339,0.339,2.385,2.377,2.339
CBJ,2023,CBJ,2023020318,CBJ,CAR,AWAY,20231126,Team Level,all,0.2788,0.3281,0.3372,3600.0,19.701,1.472,1.172,4.852,0.754,11.657,9.093,1.47,1.532,1.53,23.0,6.0,13.0,42.0,2.0,0.0,0.0,6.0,0.0,9.0,12.0,21.0,27.0,2.0,4.0,25.0,25.0,7.0,5.0,24.0,3.0,2.0,0.535,0.443,0.494,1.0,1.0,0.0,44.142,29.0,30.279,2.0,0.252,0.0,0.0,1.724,1.797,1.794,41.586,3.808,2.632,10.241,1.397,23.042,15.88,3.662,3.627,3.486,43.0,14.0,29.0,86.0,3.0,2.0,0.0,7.0,0.0,26.0,19.0,40.0,54.0,0.0,0.0,31.0,13.0,8.0,11.0,43.0,9.0,5.0,1.402,1.173,1.232,2.0,0.0,1.0,82.564,57.0,54.553,5.0,0.569,0.299,0.299,4.078,3.884,3.731
CBJ,2023,CBJ,2023020397,CBJ,NYI,AWAY,20231207,Team Level,all,0.4539,0.5581,0.5385,3600.0,34.449,2.309,2.234,8.602,1.192,20.005,14.658,2.291,2.374,2.354,35.0,14.0,23.0,72.0,3.0,3.0,1.0,2.0,0.0,19.0,22.0,32.0,46.0,2.0,4.0,34.0,21.0,4.0,11.0,41.0,7.0,1.0,0.949,1.066,0.295,1.0,2.0,0.0,71.951,49.0,49.257,5.0,0.464,0.512,0.512,2.262,2.315,2.298,30.494,2.778,2.125,7.66,1.021,16.149,12.268,2.663,2.762,2.648,36.0,6.0,15.0,57.0,7.0,2.0,0.0,3.0,0.0,18.0,12.0,29.0,35.0,1.0,2.0,29.0,21.0,4.0,12.0,29.0,10.0,3.0,0.789,1.287,0.701,2.0,5.0,0.0,58.258,42.0,42.928,7.0,0.456,0.48,0.48,2.754,2.737,2.674
CBJ,2023,CBJ,2023020499,CBJ,WSH,HOME,20231221,Team Level,all,0.4147,0.5221,0.567,3847.0,39.168,2.726,2.608,9.821,1.267,22.483,16.095,2.658,2.548,2.485,36.0,19.0,16.0,71.0,2.0,3.0,0.0,9.0,0.0,20.0,21.0,34.0,53.0,3.0,6.0,26.0,11.0,3.0,3.0,48.0,5.0,2.0,1.588,0.679,0.459,1.0,1.0,0.0,66.545,55.0,51.668,3.0,0.545,0.324,0.324,2.947,2.761,2.7,30.719,3.847,2.295,7.298,1.115,16.512,10.933,3.663,3.992,3.801,32.0,10.0,23.0,65.0,3.0,5.0,0.0,5.0,0.0,15.0,14.0,29.0,39.0,1.0,2.0,31.0,9.0,4.0,2.0,30.0,5.0,7.0,0.724,0.629,2.495,0.0,1.0,2.0,67.867,42.0,43.562,2.0,0.585,1.26,1.26,3.172,3.276,3.168
CBJ,2023,CBJ,2023020592,CBJ,PHI,AWAY,20240104,Team Level,all,0.324,0.4667,0.4211,3900.0,29.205,1.623,1.877,7.681,1.025,15.767,12.026,1.553,1.675,1.601,28.0,12.0,23.0,63.0,2.0,5.0,0.0,3.0,1.0,15.0,14.0,26.0,38.0,4.0,8.0,27.0,18.0,4.0,10.0,36.0,2.0,2.0,0.829,0.163,0.631,2.0,0.0,0.0,63.258,40.0,40.045,7.0,0.431,0.698,0.698,1.356,1.383,1.337,40.158,3.387,2.708,10.125,1.315,22.482,14.984,3.232,3.357,3.203,41.0,14.0,17.0,72.0,2.0,3.0,0.0,9.0,0.0,18.0,23.0,39.0,53.0,5.0,10.0,34.0,23.0,5.0,3.0,42.0,11.0,2.0,1.132,1.365,0.889,1.0,1.0,0.0,72.142,55.0,55.331,2.0,0.623,0.701,0.701,3.309,3.276,3.204
CBJ,2023,CBJ,2023020919,CBJ,NYR,HOME,20240225,Team Level,all,0.6317,0.4573,0.4833,3600.0,44.157,5.069,3.329,10.756,1.613,21.183,16.05,4.444,5.018,4.415,41.0,17.0,17.0,75.0,4.0,10.0,0.0,6.0,0.0,19.0,19.0,37.0,54.0,3.0,9.0,30.0,10.0,5.0,5.0,37.0,15.0,6.0,1.237,2.074,1.758,2.0,2.0,0.0,77.092,58.0,59.556,3.0,0.722,1.922,1.922,3.868,3.852,3.698,43.063,2.956,3.256,10.774,1.718,25.955,17.342,2.825,2.989,2.859,40.0,22.0,27.0,89.0,2.0,4.0,0.0,12.0,0.0,24.0,20.0,38.0,60.0,4.0,11.0,38.0,11.0,5.0,0.0,51.0,7.0,4.0,1.213,0.721,1.022,2.0,0.0,0.0,87.177,62.0,60.982,0.0,0.752,0.746,0.746,2.962,2.998,2.936
CBJ,2023,CBJ,2023020939,CBJ,NYR,AWAY,20240228,Team Level,all,0.4397,0.5227,0.5,3600.0,31.621,3.177,2.251,7.473,1.071,16.364,12.664,3.017,3.219,3.058,31.0,12.0,26.0,69.0,1.0,4.0,1.0,9.0,0.0,19.0,10.0,30.0,42.0,4.0,11.0,25.0,13.0,3.0,5.0,30.0,8.0,5.0,0.876,1.005,1.295,0.0,1.0,0.0,68.52,43.0,42.647,4.0,0.499,0.685,0.685,2.99,3.043,2.948,31.314,4.049,1.797,8.074,0.977,16.615,11.488,3.913,3.983,3.854,30.0,13.0,20.0,63.0,4.0,3.0,0.0,6.0,0.0,12.0,18.0,26.0,39.0,3.0,9.0,30.0,26.0,13.0,8.0,33.0,5.0,5.0,0.959,0.644,2.446,1.0,1.0,2.0,63.03,43.0,42.974,3.0,0.385,0.826,0.826,3.608,3.57,3.547
CBJ,2023,CBJ,2023020942,CBJ,CAR,HOME,20240229,Team Level,all,0.3759,0.4,0.4217,3600.0,24.878,2.15,1.934,6.3,0.926,13.781,9.909,2.09,2.004,1.949,22.0,13.0,13.0,48.0,2.0,6.0,0.0,4.0,0.0,10.0,13.0,20.0,33.0,2.0,4.0,22.0,12.0,2.0,2.0,25.0,9.0,1.0,0.843,1.052,0.256,2.0,0.0,0.0,44.924,35.0,32.724,1.0,0.418,0.556,0.556,2.011,1.889,1.853,35.386,3.569,2.218,8.823,1.155,18.431,13.805,3.273,3.804,3.475,33.0,15.0,24.0,72.0,4.0,3.0,0.0,6.0,0.0,21.0,14.0,29.0,44.0,3.0,6.0,34.0,5.0,2.0,2.0,34.0,9.0,5.0,0.813,1.2,1.556,1.0,2.0,1.0,78.73,48.0,52.467,0.0,0.488,0.412,0.412,3.645,3.873,3.712
CBJ,2023,CBJ,2023020983,CBJ,PIT,AWAY,20240305,Team Level,all,0.5261,0.5172,0.5638,3600.0,38.77,3.159,2.351,10.052,1.349,19.669,16.42,3.072,3.188,3.1,35.0,18.0,22.0,75.0,3.0,6.0,0.0,7.0,0.0,22.0,15.0,32.0,50.0,3.0,6.0,29.0,18.0,7.0,6.0,45.0,4.0,4.0,1.19,0.504,1.465,3.0,0.0,0.0,74.353,53.0,52.627,3.0,0.521,1.333,1.333,2.347,2.382,2.338,28.377,2.846,2.235,7.25,1.134,16.274,11.261,2.807,2.819,2.78,31.0,10.0,29.0,70.0,5.0,2.0,0.0,7.0,0.0,15.0,12.0,26.0,36.0,1.0,2.0,38.0,18.0,14.0,9.0,28.0,9.0,4.0,0.934,1.057,0.855,1.0,3.0,1.0,70.918,41.0,41.571,4.0,0.486,0.146,0.146,3.186,3.153,3.129
CBJ,2023,CBJ,2023021154,CBJ,PIT,AWAY,20240328,Team Level,all,0.3424,0.4583,0.4,3600.0,24.958,2.304,1.542,5.406,0.773,13.604,10.37,2.198,2.408,2.292,19.0,15.0,21.0,55.0,2.0,1.0,1.0,4.0,0.0,11.0,16.0,17.0,32.0,5.0,10.0,19.0,26.0,8.0,3.0,26.0,5.0,3.0,0.887,0.588,0.829,1.0,0.0,1.0,56.221,34.0,34.675,0.0,0.342,0.317,0.317,2.329,2.413,2.391,38.157,4.424,2.7,9.158,1.227,19.748,13.744,4.147,4.299,4.034,36.0,15.0,14.0,65.0,3.0,6.0,0.0,6.0,0.0,13.0,23.0,33.0,48.0,2.0,4.0,29.0,12.0,10.0,10.0,34.0,12.0,5.0,0.921,1.526,1.977,3.0,0.0,0.0,63.594,51.0,49.897,5.0,0.584,1.525,1.525,3.484,3.41,3.348
CBJ,2023,CBJ,2023021171,CBJ,PIT,HOME,20240330,Team Level,all,0.5926,0.5594,0.5392,3900.0,37.797,3.113,2.573,9.398,1.396,23.019,15.501,2.969,3.057,2.913,37.0,18.0,25.0,80.0,3.0,4.0,1.0,9.0,0.0,23.0,16.0,34.0,52.0,2.0,4.0,27.0,19.0,8.0,4.0,42.0,11.0,2.0,1.299,1.275,0.539,1.0,1.0,1.0,78.999,55.0,54.326,1.0,0.57,0.423,0.423,3.261,3.192,3.112,33.743,2.14,2.2,8.351,1.125,18.569,14.616,2.096,2.22,2.176,33.0,14.0,16.0,63.0,3.0,3.0,0.0,4.0,0.0,22.0,15.0,30.0,44.0,3.0,6.0,33.0,8.0,5.0,3.0,40.0,6.0,1.0,1.169,0.674,0.297,2.0,1.0,0.0,64.811,47.0,47.876,0.0,0.487,0.255,0.255,2.371,2.465,2.428
CBJ,2023,CBJ,2023021203,CBJ,NYI,HOME,20240404,Team Level,all,0.3527,0.3669,0.35,3600.0,25.137,2.994,1.67,6.304,0.92,13.769,9.343,2.834,2.873,2.716,27.0,8.0,16.0,51.0,2.0,5.0,0.0,6.0,0.0,10.0,12.0,25.0,33.0,3.0,6.0,22.0,22.0,4.0,4.0,24.0,6.0,5.0,0.611,0.756,1.627,1.0,1.0,0.0,49.035,35.0,33.594,3.0,0.372,1.627,1.627,1.739,1.676,1.597,47.923,5.494,3.293,11.017,1.696,25.169,18.331,5.186,5.741,5.419,41.0,24.0,23.0,88.0,4.0,5.0,0.0,8.0,0.0,25.0,23.0,37.0,61.0,1.0,2.0,34.0,12.0,5.0,1.0,46.0,13.0,6.0,1.278,1.566,2.651,1.0,1.0,2.0,91.518,65.0,67.595,0.0,0.728,1.316,1.316,4.905,5.114,4.993
CBJ,2023,CBJ,2023021222,CBJ,PHI,HOME,20240406,Team Level,all,0.5484,0.4897,0.4636,3600.0,37.105,3.713,2.54,10.206,1.313,19.301,13.927,3.325,3.691,3.311,33.0,18.0,20.0,71.0,6.0,7.0,0.0,3.0,0.0,16.0,19.0,27.0,45.0,1.0,4.0,30.0,10.0,8.0,7.0,39.0,5.0,7.0,1.062,0.6,2.051,5.0,0.0,1.0,75.246,51.0,52.159,2.0,0.547,1.439,1.439,2.821,2.818,2.748,41.667,3.058,2.85,10.818,1.469,23.58,17.224,2.986,3.017,2.947,39.0,20.0,15.0,74.0,2.0,5.0,0.0,12.0,0.0,14.0,26.0,37.0,57.0,3.0,6.0,30.0,13.0,2.0,8.0,50.0,5.0,4.0,1.356,0.6,1.102,1.0,1.0,0.0,68.793,59.0,57.035,3.0,0.599,0.695,0.695,2.962,2.935,2.883
CBJ,2023,CBJ,2023021230,CBJ,CAR,AWAY,20240407,Team Level,all,0.1971,0.4017,0.4111,3600.0,25.292,1.124,1.418,6.699,0.943,14.588,12.228,1.12,1.11,1.106,23.0,14.0,10.0,47.0,0.0,0.0,0.0,8.0,0.0,9.0,20.0,23.0,37.0,4.0,8.0,19.0,18.0,12.0,6.0,35.0,2.0,0.0,0.873,0.251,0.0,0.0,0.0,0.0,44.293,37.0,35.395,5.0,0.287,0.0,0.0,1.412,1.393,1.388,38.518,4.58,2.673,9.419,1.351,21.001,13.976,4.195,4.624,4.236,35.0,18.0,17.0,70.0,3.0,4.0,0.0,6.0,0.0,26.0,14.0,32.0,50.0,1.0,2.0,36.0,5.0,7.0,8.0,31.0,14.0,8.0,1.019,1.628,1.933,2.0,1.0,0.0,74.03,53.0,54.971,0.0,0.6,0.925,0.925,4.255,4.299,4.039
