team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CAR,2008,CAR,2008020094,CAR,PIT,AWAY,20081023,Team Level,all,0.2485,0.4762,0.4342,3600.0,24.144,1.627,1.42,5.584,0.763,12.928,10.678,1.594,1.721,1.685,25.0,8.0,17.0,50.0,1.0,2.0,0.0,7.0,4.0,10.0,9.0,24.0,32.0,5.0,16.0,26.0,33.0,4.0,7.0,26.0,6.0,1.0,0.629,0.759,0.24,0.0,1.0,0.0,51.887,33.0,34.44,4.0,0.296,0.279,0.279,1.644,1.732,1.717,31.898,4.919,2.269,6.896,0.981,16.697,11.239,4.832,4.778,4.696,35.0,8.0,12.0,55.0,4.0,2.0,0.0,9.0,0.0,16.0,12.0,31.0,39.0,4.0,14.0,30.0,20.0,4.0,10.0,25.0,12.0,6.0,0.715,1.592,2.611,0.0,1.0,3.0,52.61,43.0,41.288,4.0,0.489,0.71,0.71,4.697,4.574,4.525
CAR,2008,CAR,2008020108,CAR,NYI,AWAY,20081025,Team Level,all,0.2997,0.3791,0.354,3600.0,28.559,2.141,2.202,6.145,0.934,15.195,13.383,2.089,2.342,2.285,28.0,12.0,18.0,58.0,4.0,3.0,1.0,4.0,0.0,11.0,18.0,24.0,36.0,9.0,21.0,31.0,25.0,7.0,6.0,31.0,6.0,3.0,0.646,0.711,0.784,0.0,1.0,3.0,62.911,40.0,43.282,4.0,0.478,0.453,0.453,2.166,2.352,2.313,50.164,5.003,3.747,11.754,1.927,28.352,22.217,4.75,4.745,4.502,60.0,13.0,22.0,95.0,3.0,5.0,0.0,12.0,3.0,24.0,26.0,57.0,70.0,4.0,11.0,20.0,16.0,9.0,7.0,52.0,15.0,6.0,1.57,1.895,1.538,2.0,1.0,0.0,89.084,73.0,68.449,4.0,0.827,0.987,1.225,4.605,4.39,4.215
CAR,2008,CAR,2008020183,CAR,WSH,AWAY,20081106,Team Level,all,0.5238,0.4537,0.4878,3600.0,29.437,2.636,2.189,6.516,0.903,15.192,12.564,2.54,2.841,2.738,34.0,6.0,9.0,49.0,2.0,3.0,0.0,10.0,1.0,9.0,15.0,32.0,38.0,5.0,13.0,20.0,19.0,5.0,15.0,28.0,10.0,2.0,1.032,1.154,0.451,1.0,1.0,0.0,52.79,40.0,42.994,14.0,0.523,0.603,0.603,2.556,2.744,2.71,29.597,2.396,2.144,6.448,0.873,17.27,12.869,2.372,2.276,2.253,33.0,9.0,17.0,59.0,3.0,0.0,0.0,6.0,0.0,15.0,18.0,30.0,39.0,4.0,11.0,35.0,21.0,17.0,22.0,31.0,11.0,0.0,1.11,1.286,0.0,2.0,1.0,0.0,55.756,42.0,39.721,12.0,0.464,0.0,0.0,2.86,2.718,2.687
CAR,2008,CAR,2008020223,CAR,WSH,HOME,20081112,Team Level,all,0.4795,0.4651,0.4421,3600.0,31.462,3.949,2.576,7.077,0.966,16.595,10.837,3.804,3.745,3.603,27.0,15.0,18.0,60.0,1.0,3.0,1.0,8.0,0.0,15.0,15.0,26.0,41.0,5.0,10.0,27.0,27.0,20.0,4.0,22.0,17.0,3.0,0.711,2.116,1.122,0.0,0.0,1.0,55.58,42.0,39.23,0.0,0.605,0.784,0.784,3.771,3.554,3.467,39.256,4.286,2.678,9.399,1.286,19.757,15.593,4.129,4.663,4.487,37.0,16.0,16.0,69.0,5.0,6.0,1.0,4.0,2.0,15.0,21.0,32.0,48.0,7.0,14.0,32.0,18.0,9.0,2.0,35.0,11.0,7.0,0.952,1.39,1.943,1.0,1.0,3.0,77.719,53.0,58.401,2.0,0.618,1.077,1.077,3.827,4.117,4.032
CAR,2008,CAR,2008020312,CAR,PHI,HOME,20081126,Team Level,all,0.6045,0.5439,0.5443,3600.0,30.822,3.402,2.098,7.067,0.983,16.45,13.0,3.128,3.25,2.988,28.0,15.0,19.0,62.0,1.0,6.0,1.0,5.0,1.0,16.0,14.0,27.0,42.0,5.0,13.0,29.0,39.0,5.0,8.0,34.0,4.0,5.0,1.117,0.492,1.794,0.0,1.0,0.0,59.055,43.0,40.954,2.0,0.457,1.586,1.586,2.274,2.183,2.122,26.257,2.226,2.057,5.77,0.836,13.487,10.689,2.173,2.373,2.316,27.0,9.0,16.0,52.0,3.0,5.0,0.0,3.0,0.0,5.0,20.0,24.0,33.0,7.0,17.0,25.0,23.0,5.0,5.0,25.0,9.0,2.0,0.731,0.934,0.561,1.0,2.0,0.0,54.881,36.0,37.942,2.0,0.462,0.762,0.762,1.86,1.981,1.965
CAR,2008,CAR,2008020324,CAR,PHI,AWAY,20081128,Team Level,all,0.6191,0.5135,0.5227,3833.0,31.756,3.125,1.93,7.424,0.965,16.341,15.28,2.862,3.172,2.908,30.0,16.0,11.0,57.0,3.0,4.0,0.0,6.0,1.0,13.0,19.0,27.0,43.0,6.0,18.0,25.0,11.0,10.0,1.0,38.0,4.0,4.0,1.172,0.509,1.444,2.0,1.0,0.0,57.524,46.0,46.241,1.0,0.426,0.686,0.686,2.8,2.838,2.603,27.271,1.923,1.88,6.129,0.958,17.49,13.62,1.878,1.906,1.861,26.0,16.0,12.0,54.0,2.0,1.0,0.0,3.0,2.0,13.0,21.0,24.0,40.0,5.0,16.0,26.0,16.0,6.0,6.0,37.0,4.0,1.0,1.212,0.438,0.273,0.0,2.0,0.0,54.121,42.0,42.25,4.0,0.394,0.273,0.273,2.044,2.022,2.013
CAR,2008,CAR,2008020369,CAR,PIT,HOME,20081204,Team Level,all,0.515,0.656,0.6517,3600.0,41.515,4.11,2.942,10.714,1.33,22.487,15.482,4.0,3.842,3.74,36.0,22.0,24.0,82.0,2.0,3.0,0.0,12.0,0.0,24.0,17.0,34.0,56.0,3.0,6.0,38.0,20.0,10.0,10.0,40.0,13.0,5.0,1.301,1.484,1.325,1.0,1.0,0.0,74.162,58.0,53.419,5.0,0.656,0.723,0.723,3.978,3.747,3.671,23.04,3.871,1.374,5.076,0.671,10.908,9.101,3.821,4.106,4.049,22.0,9.0,12.0,43.0,5.0,3.0,2.0,3.0,1.0,6.0,13.0,17.0,26.0,5.0,10.0,26.0,28.0,10.0,4.0,23.0,2.0,6.0,0.62,0.174,3.076,1.0,0.0,4.0,48.674,31.0,34.28,1.0,0.319,1.469,1.469,2.721,2.894,2.883
CAR,2008,CAR,2008020384,CAR,PHI,HOME,20081206,Team Level,all,0.6155,0.529,0.5319,3814.0,36.015,2.691,2.288,8.827,1.24,19.782,15.172,2.61,2.566,2.488,36.0,14.0,23.0,73.0,1.0,3.0,0.0,5.0,0.0,22.0,19.0,35.0,49.0,6.0,15.0,32.0,23.0,6.0,4.0,42.0,3.0,5.0,1.2,0.339,1.152,1.0,0.0,0.0,70.05,50.0,47.954,3.0,0.512,0.525,0.525,2.678,2.566,2.535,31.299,1.681,2.04,7.379,1.013,17.178,13.776,1.643,1.758,1.718,31.0,13.0,21.0,65.0,2.0,5.0,0.0,5.0,1.0,11.0,20.0,29.0,42.0,9.0,21.0,31.0,37.0,6.0,2.0,40.0,2.0,2.0,0.93,0.204,0.547,1.0,1.0,0.0,67.97,44.0,45.903,1.0,0.419,0.423,0.423,1.611,1.686,1.675
CAR,2008,CAR,2008020392,CAR,WSH,HOME,20081207,Team Level,all,0.4307,0.3874,0.4066,3600.0,25.796,2.343,1.746,6.066,0.82,14.913,10.177,2.301,2.323,2.281,25.0,12.0,6.0,43.0,3.0,5.0,2.0,2.0,0.0,10.0,17.0,22.0,34.0,7.0,12.0,34.0,29.0,3.0,5.0,29.0,6.0,2.0,0.923,0.732,0.688,0.0,1.0,2.0,43.106,37.0,37.275,3.0,0.367,1.016,1.016,1.629,1.607,1.594,38.205,3.097,2.75,8.873,1.399,22.603,15.279,2.993,3.128,3.024,39.0,15.0,14.0,68.0,1.0,5.0,0.0,4.0,3.0,16.0,25.0,38.0,53.0,4.0,8.0,20.0,28.0,9.0,2.0,45.0,6.0,3.0,1.095,0.774,1.228,0.0,0.0,1.0,67.213,54.0,53.0,1.0,0.635,0.953,0.953,2.779,2.798,2.762
CAR,2008,CAR,2008020414,CAR,PHI,AWAY,20081211,Team Level,all,0.4482,0.4634,0.4519,3900.0,32.329,3.237,2.141,7.272,0.991,19.877,13.483,2.972,3.38,3.111,31.0,16.0,10.0,57.0,5.0,2.0,2.0,7.0,0.0,11.0,22.0,26.0,42.0,9.0,24.0,36.0,5.0,5.0,9.0,39.0,4.0,4.0,0.907,0.364,1.965,1.0,1.0,3.0,60.92,47.0,49.855,3.0,0.544,1.071,1.071,2.709,2.837,2.817,39.648,3.986,2.79,9.263,1.531,22.063,17.367,3.872,3.856,3.748,37.0,20.0,9.0,66.0,5.0,7.0,3.0,6.0,1.0,18.0,20.0,32.0,52.0,9.0,24.0,26.0,14.0,8.0,12.0,45.0,7.0,5.0,1.479,0.998,1.509,1.0,2.0,2.0,62.337,57.0,54.179,6.0,0.64,1.208,1.208,3.418,3.325,3.267
CAR,2008,CAR,2008020435,CAR,NYR,AWAY,20081213,Team Level,all,0.4866,0.5728,0.5663,3900.0,31.459,1.979,2.521,6.475,1.09,20.148,14.787,1.949,2.023,1.992,31.0,16.0,12.0,59.0,2.0,0.0,0.0,9.0,0.0,14.0,22.0,29.0,45.0,5.0,10.0,34.0,27.0,5.0,4.0,37.0,10.0,0.0,0.997,0.982,0.0,1.0,1.0,0.0,59.593,47.0,47.431,1.0,0.65,0.0,0.0,2.629,2.682,2.64,25.4,2.088,1.634,5.709,0.961,13.913,11.695,2.05,2.05,2.012,29.0,7.0,8.0,44.0,2.0,1.0,0.0,7.0,1.0,8.0,17.0,27.0,34.0,7.0,16.0,25.0,39.0,7.0,9.0,28.0,7.0,1.0,0.91,0.951,0.227,0.0,2.0,0.0,43.448,36.0,35.597,2.0,0.359,0.177,0.177,2.271,2.226,2.208
CAR,2008,CAR,2008020588,CAR,N.J,HOME,20090106,Team Level,all,0.3991,0.4513,0.439,3600.0,24.757,1.941,1.489,5.773,0.815,14.308,10.739,1.934,1.948,1.942,28.0,8.0,15.0,51.0,3.0,1.0,0.0,5.0,1.0,9.0,17.0,25.0,33.0,2.0,4.0,29.0,24.0,8.0,7.0,32.0,3.0,1.0,0.988,0.295,0.658,2.0,1.0,0.0,53.018,36.0,37.359,6.0,0.313,0.044,0.044,2.144,2.152,2.146,33.205,2.922,2.227,7.504,1.048,19.659,12.64,2.606,2.917,2.6,28.0,18.0,16.0,62.0,2.0,4.0,1.0,9.0,0.0,13.0,18.0,26.0,44.0,3.0,6.0,26.0,24.0,3.0,3.0,39.0,4.0,3.0,1.08,0.569,1.274,0.0,0.0,2.0,60.137,46.0,44.687,1.0,0.511,1.003,1.003,2.43,2.423,2.393
CAR,2008,CAR,2008020687,CAR,PIT,AWAY,20090120,Team Level,all,0.4465,0.5455,0.5591,3600.0,36.987,2.807,2.496,8.116,1.212,21.733,15.636,2.697,2.892,2.775,40.0,12.0,14.0,66.0,2.0,2.0,0.0,7.0,5.0,17.0,19.0,38.0,50.0,4.0,10.0,36.0,27.0,2.0,4.0,46.0,3.0,3.0,1.365,0.449,0.993,0.0,1.0,1.0,68.457,52.0,53.336,1.0,0.581,0.225,0.225,3.163,3.256,3.155,30.025,3.48,2.361,6.282,0.933,15.806,12.139,3.212,3.435,3.168,33.0,8.0,14.0,55.0,1.0,4.0,1.0,8.0,2.0,13.0,13.0,32.0,40.0,5.0,10.0,30.0,18.0,8.0,10.0,24.0,14.0,3.0,0.96,1.633,0.887,0.0,0.0,1.0,53.711,41.0,40.543,2.0,0.523,0.98,0.98,3.024,2.971,2.865
CAR,2008,CAR,2008020702,CAR,NYR,AWAY,20090127,Team Level,all,0.4693,0.5763,0.5393,3600.0,32.473,2.573,2.5,7.477,1.113,20.358,13.979,2.554,2.582,2.563,35.0,13.0,20.0,68.0,2.0,0.0,0.0,12.0,1.0,16.0,17.0,33.0,46.0,2.0,4.0,20.0,33.0,4.0,1.0,34.0,13.0,1.0,0.85,1.505,0.218,0.0,2.0,0.0,66.818,48.0,46.888,0.0,0.546,0.0,0.0,3.12,3.13,3.104,29.645,2.91,2.185,6.471,0.964,16.781,11.689,2.798,2.897,2.785,31.0,10.0,9.0,50.0,3.0,1.0,1.0,7.0,0.0,16.0,14.0,28.0,38.0,4.0,8.0,32.0,27.0,8.0,6.0,30.0,10.0,1.0,1.231,1.249,0.429,1.0,1.0,1.0,50.874,41.0,41.892,5.0,0.48,0.429,0.429,2.961,2.946,2.831
CAR,2008,CAR,2008020828,CAR,CBJ,HOME,20090214,Team Level,all,0.3763,0.5966,0.5753,3600.0,29.28,2.331,2.093,7.697,1.035,17.119,11.726,2.256,2.149,2.081,27.0,15.0,29.0,71.0,1.0,3.0,0.0,9.0,0.0,17.0,12.0,26.0,41.0,4.0,8.0,38.0,25.0,8.0,7.0,33.0,7.0,2.0,1.119,0.754,0.459,1.0,0.0,0.0,65.026,42.0,38.632,2.0,0.444,0.214,0.214,2.56,2.368,2.323,21.573,3.864,1.411,4.521,0.659,11.365,8.245,3.784,4.023,3.936,20.0,11.0,17.0,48.0,5.0,3.0,3.0,4.0,1.0,9.0,9.0,15.0,26.0,3.0,6.0,22.0,21.0,5.0,2.0,23.0,4.0,4.0,0.692,0.457,2.715,1.0,0.0,4.0,52.246,31.0,33.238,2.0,0.328,2.103,2.103,2.023,2.143,2.108
CAR,2008,CAR,2008020859,CAR,NYI,AWAY,20090219,Team Level,all,0.6444,0.5462,0.5375,3600.0,30.496,1.977,1.927,6.61,0.89,17.351,14.245,1.972,2.191,2.185,30.0,13.0,22.0,65.0,6.0,1.0,0.0,6.0,1.0,11.0,18.0,24.0,37.0,7.0,20.0,31.0,18.0,16.0,7.0,34.0,8.0,1.0,0.759,0.922,0.296,5.0,1.0,0.0,72.955,43.0,47.29,0.0,0.412,0.084,0.084,2.305,2.552,2.547,23.619,1.091,1.413,5.411,0.699,12.917,14.534,1.086,1.038,1.033,24.0,13.0,17.0,54.0,2.0,1.0,0.0,4.0,0.0,7.0,23.0,22.0,35.0,5.0,16.0,22.0,22.0,18.0,16.0,36.0,1.0,0.0,0.906,0.185,0.0,2.0,0.0,0.0,49.334,37.0,34.269,6.0,0.314,0.001,0.001,1.339,1.278,1.272
CAR,2008,CAR,2008020942,CAR,WSH,AWAY,20090303,Team Level,all,0.4462,0.3866,0.413,3600.0,28.261,2.644,1.995,6.313,0.984,14.816,11.249,2.606,2.825,2.782,30.0,8.0,8.0,46.0,5.0,2.0,1.0,6.0,0.0,12.0,13.0,25.0,33.0,5.0,10.0,29.0,28.0,12.0,8.0,31.0,4.0,3.0,1.085,0.46,1.099,1.0,2.0,2.0,50.734,38.0,41.251,2.0,0.426,0.425,0.425,2.646,2.804,2.771,39.359,3.282,2.551,9.184,1.166,19.791,18.026,3.194,3.024,2.944,41.0,13.0,19.0,73.0,2.0,3.0,0.0,12.0,1.0,14.0,22.0,39.0,52.0,4.0,8.0,34.0,25.0,17.0,28.0,41.0,10.0,3.0,1.362,1.177,0.743,1.0,1.0,0.0,66.334,54.0,49.979,12.0,0.56,0.421,0.421,3.421,3.154,3.092
CAR,2008,CAR,2008020986,CAR,NYR,HOME,20090309,Team Level,all,0.7172,0.5221,0.5679,3600.0,32.743,4.072,2.258,7.566,1.087,17.709,12.373,3.939,4.067,3.934,36.0,10.0,13.0,59.0,3.0,6.0,1.0,6.0,2.0,15.0,14.0,33.0,43.0,5.0,10.0,31.0,27.0,8.0,2.0,31.0,12.0,3.0,0.99,1.607,1.475,2.0,0.0,1.0,59.65,46.0,46.696,1.0,0.506,1.174,1.174,3.339,3.33,3.297,24.304,1.606,1.65,5.645,0.787,14.316,10.061,1.592,1.63,1.615,28.0,7.0,19.0,54.0,0.0,2.0,0.0,7.0,0.0,14.0,12.0,28.0,35.0,7.0,14.0,32.0,30.0,6.0,2.0,30.0,3.0,2.0,0.767,0.268,0.571,0.0,0.0,0.0,53.279,35.0,34.659,1.0,0.373,0.095,0.095,1.818,1.843,1.837
CAR,2008,CAR,2008021025,CAR,WSH,AWAY,20090314,Team Level,all,0.4805,0.6068,0.5679,3900.0,32.791,2.6,2.317,7.265,1.043,19.019,13.757,2.55,2.645,2.594,32.0,14.0,25.0,71.0,4.0,1.0,1.0,8.0,1.0,17.0,15.0,28.0,42.0,6.0,12.0,34.0,26.0,9.0,9.0,34.0,9.0,3.0,0.74,1.208,0.652,2.0,0.0,2.0,70.894,46.0,45.895,8.0,0.537,0.236,0.236,2.902,2.954,2.941,25.365,2.811,1.794,5.604,0.78,13.519,10.492,2.674,2.78,2.643,31.0,4.0,11.0,46.0,4.0,3.0,1.0,5.0,1.0,7.0,15.0,27.0,31.0,6.0,12.0,35.0,28.0,8.0,17.0,23.0,8.0,4.0,0.811,0.933,1.067,2.0,0.0,2.0,45.839,35.0,34.951,8.0,0.403,0.792,0.792,2.421,2.385,2.343
CAR,2008,CAR,2008021051,CAR,N.J,HOME,20090318,Team Level,all,0.3309,0.4519,0.4211,3600.0,28.968,2.381,1.996,7.165,0.905,15.953,11.599,2.312,2.37,2.301,32.0,8.0,21.0,61.0,4.0,2.0,1.0,4.0,0.0,12.0,18.0,28.0,36.0,6.0,12.0,37.0,14.0,8.0,6.0,32.0,6.0,2.0,0.958,0.679,0.744,1.0,2.0,1.0,62.052,40.0,40.417,3.0,0.441,0.471,0.471,2.351,2.337,2.315,38.209,4.815,2.755,9.115,1.327,21.018,15.035,4.618,4.798,4.602,43.0,12.0,19.0,74.0,2.0,4.0,1.0,13.0,0.0,20.0,16.0,41.0,53.0,5.0,10.0,29.0,25.0,6.0,1.0,45.0,3.0,7.0,1.27,0.409,3.136,0.0,0.0,2.0,71.276,55.0,53.745,0.0,0.672,1.649,1.649,3.772,3.74,3.578
CAR,2008,CAR,2008021064,CAR,NYI,HOME,20090320,Team Level,all,0.5566,0.5396,0.55,3600.0,40.076,4.309,3.062,8.837,1.262,22.565,14.965,4.14,4.216,4.05,37.0,18.0,20.0,75.0,5.0,2.0,0.0,7.0,1.0,22.0,18.0,32.0,50.0,1.0,2.0,36.0,20.0,15.0,7.0,35.0,17.0,3.0,1.205,2.201,0.903,1.0,4.0,0.0,74.335,55.0,54.759,3.0,0.681,0.473,0.473,4.517,4.408,4.284,32.664,3.433,2.289,7.325,1.003,16.994,13.022,3.367,3.496,3.431,32.0,13.0,19.0,64.0,4.0,3.0,1.0,7.0,1.0,11.0,19.0,28.0,41.0,4.0,8.0,28.0,14.0,6.0,5.0,30.0,10.0,5.0,0.869,1.092,1.472,0.0,2.0,2.0,64.674,45.0,45.203,5.0,0.489,0.492,0.492,3.365,3.437,3.397
CAR,2008,CAR,2008021074,CAR,WSH,HOME,20090321,Team Level,all,0.3484,0.4312,0.3953,3600.0,24.303,2.226,1.725,5.289,0.843,13.207,10.709,2.173,2.206,2.153,30.0,4.0,13.0,47.0,4.0,3.0,2.0,6.0,0.0,5.0,16.0,26.0,30.0,6.0,12.0,26.0,24.0,9.0,4.0,23.0,11.0,0.0,0.893,1.333,0.0,2.0,2.0,0.0,47.026,34.0,34.205,1.0,0.389,0.44,0.44,2.175,2.155,2.112,37.732,4.164,2.522,8.479,1.191,20.041,15.604,3.568,4.228,3.631,32.0,20.0,10.0,62.0,1.0,4.0,0.0,1.0,2.0,19.0,25.0,31.0,51.0,7.0,14.0,26.0,26.0,8.0,3.0,37.0,10.0,5.0,0.987,1.245,1.932,0.0,1.0,0.0,62.055,52.0,52.06,1.0,0.592,0.735,0.735,4.021,4.081,3.476
CAR,2008,CAR,2008021119,CAR,N.J,AWAY,20090328,Team Level,all,0.6823,0.5546,0.56,3600.0,42.563,5.169,2.796,8.926,1.254,21.457,16.398,4.986,5.223,5.039,48.0,8.0,10.0,66.0,2.0,3.0,2.0,11.0,1.0,21.0,18.0,46.0,54.0,2.0,4.0,29.0,13.0,1.0,1.0,43.0,8.0,5.0,0.921,1.053,3.195,0.0,0.0,2.0,65.851,56.0,55.499,0.0,0.672,1.298,2.15,3.691,3.737,3.666,31.692,2.407,1.923,7.446,0.979,18.165,13.081,2.323,2.354,2.272,32.0,12.0,9.0,53.0,1.0,1.0,0.0,8.0,1.0,14.0,19.0,31.0,43.0,5.0,10.0,34.0,31.0,7.0,9.0,36.0,6.0,2.0,1.022,0.615,0.77,1.0,0.0,0.0,52.772,44.0,44.075,5.0,0.406,0.439,0.77,2.042,2.001,1.973
CAR,2008,CAR,2008021152,CAR,NYR,HOME,20090402,Team Level,all,0.5012,0.4056,0.3939,3600.0,27.116,3.9,2.047,5.823,0.947,15.294,10.989,3.788,3.859,3.747,23.0,16.0,19.0,58.0,4.0,2.0,1.0,4.0,0.0,19.0,10.0,19.0,35.0,7.0,14.0,28.0,16.0,10.0,3.0,25.0,6.0,8.0,0.736,0.614,2.549,2.0,1.0,1.0,57.844,39.0,38.861,1.0,0.454,0.38,0.38,3.974,3.927,3.877,42.124,3.882,3.229,9.917,1.482,23.677,17.812,3.671,3.926,3.714,38.0,22.0,25.0,85.0,2.0,5.0,0.0,4.0,1.0,23.0,25.0,36.0,58.0,6.0,12.0,28.0,33.0,8.0,1.0,46.0,10.0,4.0,1.012,1.445,1.425,1.0,0.0,1.0,85.009,60.0,59.938,0.0,0.766,0.642,0.642,4.005,4.049,3.908
CAR,2008,CAR,2008021169,CAR,PIT,HOME,20090404,Team Level,all,0.5145,0.5085,0.4773,3671.0,30.875,2.474,1.909,7.294,0.931,15.997,12.46,2.401,2.412,2.34,30.0,12.0,18.0,60.0,3.0,2.0,0.0,4.0,0.0,15.0,18.0,27.0,39.0,4.0,6.0,35.0,28.0,9.0,6.0,33.0,8.0,1.0,1.08,1.11,0.285,1.0,2.0,0.0,58.941,42.0,41.417,2.0,0.416,0.345,0.345,2.48,2.408,2.365,33.509,2.335,2.227,7.849,1.143,17.984,14.462,2.297,2.428,2.388,35.0,11.0,12.0,58.0,2.0,1.0,0.0,5.0,1.0,15.0,22.0,33.0,44.0,4.0,8.0,23.0,26.0,8.0,3.0,39.0,7.0,0.0,1.379,0.955,0.0,1.0,1.0,0.0,58.932,46.0,46.686,1.0,0.474,0.184,0.236,2.572,2.671,2.641
CAR,2008,CAR,2008021187,CAR,NYI,HOME,20090407,Team Level,all,0.8613,0.7619,0.8041,3600.0,54.988,5.619,4.597,12.116,1.743,33.107,20.817,5.152,5.698,5.228,57.0,21.0,18.0,96.0,9.0,7.0,3.0,8.0,1.0,31.0,22.0,48.0,69.0,2.0,7.0,33.0,12.0,8.0,4.0,55.0,18.0,5.0,2.05,2.282,1.287,3.0,4.0,2.0,101.546,78.0,79.828,3.0,1.046,1.593,1.593,5.073,5.148,4.882,12.863,0.905,0.712,2.964,0.396,6.638,6.45,0.897,0.899,0.891,12.0,7.0,11.0,30.0,0.0,1.0,0.0,6.0,0.0,3.0,9.0,12.0,19.0,11.0,27.0,21.0,22.0,9.0,8.0,16.0,2.0,1.0,0.391,0.281,0.234,0.0,0.0,0.0,28.17,19.0,18.405,5.0,0.148,0.234,0.234,0.754,0.748,0.746
CAR,2008,CAR,2008021214,CAR,N.J,AWAY,20090411,Team Level,all,0.2708,0.3762,0.3571,3600.0,21.593,1.794,1.452,4.519,0.671,12.623,8.941,1.792,1.805,1.802,25.0,5.0,8.0,38.0,2.0,0.0,0.0,1.0,1.0,9.0,17.0,23.0,28.0,6.0,12.0,17.0,13.0,5.0,3.0,26.0,2.0,2.0,0.754,0.233,0.806,0.0,0.0,2.0,37.874,30.0,29.79,1.0,0.336,0.0,0.0,2.13,2.144,2.137,39.383,4.832,3.223,7.675,1.259,21.964,15.048,4.521,4.777,4.471,35.0,19.0,9.0,63.0,3.0,3.0,0.0,9.0,0.0,21.0,18.0,32.0,51.0,5.0,10.0,26.0,12.0,8.0,7.0,30.0,20.0,4.0,1.086,2.582,1.164,2.0,1.0,0.0,63.062,54.0,54.184,2.0,0.732,0.735,1.13,4.433,4.389,4.235
CAR,2009,CAR,2009020005,CAR,PHI,HOME,20091002,Team Level,all,0.5218,0.5702,0.5393,3600.0,34.232,3.308,2.478,7.6,1.097,20.401,13.115,3.251,3.164,3.107,28.0,20.0,17.0,65.0,0.0,1.0,0.0,7.0,1.0,24.0,15.0,28.0,48.0,7.0,19.0,36.0,24.0,5.0,5.0,32.0,15.0,1.0,1.285,1.739,0.284,0.0,0.0,0.0,62.046,48.0,45.569,1.0,0.554,0.148,0.148,3.714,3.561,3.493,29.026,3.032,2.079,6.983,0.994,16.417,11.495,2.99,3.147,3.101,27.0,14.0,8.0,49.0,2.0,5.0,0.0,6.0,0.0,10.0,18.0,25.0,39.0,11.0,25.0,29.0,17.0,7.0,1.0,32.0,7.0,2.0,0.781,0.776,1.475,0.0,0.0,2.0,52.464,41.0,43.67,1.0,0.483,0.496,0.496,3.019,3.116,3.098
